%,viscosity,,,,,
0,30302.94,,,,,10.31900002
0.05,22971.28,,,,,10.04200002
0.08,23458.78,,,,,10.06300012
0.18,19563.09,,,,,9.881399907
0.27,24440.57,,,,,10.10399974
0.37,47429.51,,,,,10.76699989
0,4.481484766,,,,,
0.05,4.361185196,,,,,
0.08,4.370305422,,,,,
0.18,4.291437453,,,,,
0.27,4.38811133,,,,,
0.37,4.676048638,,,,,
,,,,,,
,,,,,,
,,,,,,
%,Relative Viscosity,,,,,
0,1,,,,,
0.05,0.758054499,,,,,
0.08,0.774142047,,,,,
0.18,0.645583894,,,,,
0.27,0.806541213,,,,,
0.37,1.565178494,,,,,
