0.102255,140769
0.127346,160797
0.15993,187562
0.202565,215754
0.256577,244744
0.319534,279564
0.404718,321585
0.516952,372518
0.627713,416681
0.795036,482668
0.998566,543706
1.25417,616751
1.58855,704521
1.99518,799172
2.54853,919310
3.17393,1.04E+06
3.91946,1.19E+06
4.92253,1.37E+06
6.34127,1.57E+06
8.03243,1750897
10.0044,1.93E+06
12.5653,2190908
15.9154,2.50E+06
19.8251,2.65E+06
25.1097,3.07E+06
32.3526,3.29E+06
